X,Y,lat,lon,PROFUNDIDA,CLASSES
-51.25,4.5,4.500000000000000,-51.250000000000000,0 a -20 m,Faixa
-51.25,4.25,4.250000000000000,-51.250000000000000,0 a -20 m,Faixa
-51,4,4.000000000000000,-51.000000000000000,0 a -20 m,Faixa
-51.0,3.75,3.750000000000000,-51.000000000000000,0 a -20 m,Faixa
-50.75,3.75,3.750000000000000,-50.750000000000000,0 a -20 m,Faixa
-51.0,3.5,3.500000000000000,-51.000000000000000,0 a -20 m,Faixa
-50.75,3.5,3.500000000000000,-50.750000000000000,0 a -20 m,Faixa
-51.0,3.25,3.250000000000000,-51.000000000000000,0 a -20 m,Faixa
-50.75,3.25,3.250000000000000,-50.750000000000000,0 a -20 m,Faixa
-50.5,3.25,3.250000000000000,-50.500000000000000,0 a -20 m,Faixa
-50.25,3.25,3.250000000000000,-50.250000000000000,0 a -20 m,Faixa
-50.75,3.0,3.000000000000000,-50.750000000000000,0 a -20 m,Faixa
-50.5,3.0,3.000000000000000,-50.500000000000000,0 a -20 m,Faixa
-50.25,3.0,3.000000000000000,-50.250000000000000,0 a -20 m,Faixa
-50,3,3.000000000000000,-50.000000000000000,0 a -20 m,Faixa
-50.75,2.75,2.750000000000000,-50.750000000000000,0 a -20 m,Faixa
-50.5,2.75,2.750000000000000,-50.500000000000000,0 a -20 m,Faixa
-50.25,2.75,2.750000000000000,-50.250000000000000,0 a -20 m,Faixa
-50.0,2.75,2.750000000000000,-50.000000000000000,0 a -20 m,Faixa
-49.75,2.75,2.750000000000000,-49.750000000000000,0 a -20 m,Faixa
-49.5,2.75,2.750000000000000,-49.500000000000000,0 a -20 m,Faixa
-50.75,2.5,2.500000000000000,-50.750000000000000,0 a -20 m,Faixa
-50.5,2.5,2.500000000000000,-50.500000000000000,0 a -20 m,Faixa
-50.25,2.5,2.500000000000000,-50.250000000000000,0 a -20 m,Faixa
-50.0,2.5,2.500000000000000,-50.000000000000000,0 a -20 m,Faixa
-49.75,2.5,2.500000000000000,-49.750000000000000,0 a -20 m,Faixa
-49.25,2.5,2.500000000000000,-49.250000000000000,0 a -20 m,Faixa
-50.5,2.25,2.250000000000000,-50.500000000000000,0 a -20 m,Faixa
-50.25,2.25,2.250000000000000,-50.250000000000000,0 a -20 m,Faixa
-50.0,2.25,2.250000000000000,-50.000000000000000,0 a -20 m,Faixa
-49.75,2.25,2.250000000000000,-49.750000000000000,0 a -20 m,Faixa
-49.5,2.25,2.250000000000000,-49.500000000000000,0 a -20 m,Faixa
-49.25,2.25,2.250000000000000,-49.250000000000000,0 a -20 m,Faixa
