X,Y,lat,lon,PROFUNDIDA,CLASSES
-51.0,4.5,4.500000000000000,-51.000000000000000,-20 a -50 m,Faixa
-50.75,4.25,4.250000000000000,-50.750000000000000,-20 a -50 m,Faixa
-50.5,4.0,4.000000000000000,-50.500000000000000,-20 a -50 m,Faixa
-50.5,3.75,3.750000000000000,-50.500000000000000,-20 a -50 m,Faixa
-50.5,3.5,3.500000000000000,-50.500000000000000,-20 a -50 m,Faixa
-50.25,3.5,3.500000000000000,-50.250000000000000,-20 a -50 m,Faixa
-50.0,3.25,3.250000000000000,-50.000000000000000,-20 a -50 m,Faixa
-49.75,3.0,3.000000000000000,-49.750000000000000,-20 a -50 m,Faixa
-49.5,3.0,3.000000000000000,-49.500000000000000,-20 a -50 m,Faixa
-49.0,2.5,2.500000000000000,-49.000000000000000,-20 a -50 m,Faixa
-48.75,2.25,2.250000000000000,-48.750000000000000,-20 a -50 m,Faixa
-48.5,2.0,2.000000000000000,-48.500000000000000,-20 a -50 m,Faixa
-48.25,2.0,2.000000000000000,-48.250000000000000,-20 a -50 m,Faixa
-48,2,2.000000000000000,-48.000000000000000,-20 a -50 m,Faixa
-48.5,1.75,1.750000000000000,-48.500000000000000,-20 a -50 m,Faixa
-48.25,1.75,1.750000000000000,-48.250000000000000,-20 a -50 m,Faixa
-48.5,1.5,1.500000000000000,-48.500000000000000,-20 a -50 m,Faixa
-48.25,1.5,1.500000000000000,-48.250000000000000,-20 a -50 m,Faixa
-48.25,1.25,1.250000000000000,-48.250000000000000,-20 a -50 m,Faixa
-48.0,1.25,1.250000000000000,-48.000000000000000,-20 a -50 m,Faixa
-48.25,1.0,1.000000000000000,-48.250000000000000,-20 a -50 m,Faixa
-48,1,1.000000000000000,-48.000000000000000,-20 a -50 m,Faixa
-47.75,1.0,1.000000000000000,-47.750000000000000,-20 a -50 m,Faixa
-47.25,1.0,1.000000000000000,-47.250000000000000,-20 a -50 m,Faixa
-46.25,1.0,1.000000000000000,-46.250000000000000,-20 a -50 m,Faixa
-48.0,0.75,0.750000000000000,-48.000000000000000,-20 a -50 m,Faixa
-47.75,0.75,0.750000000000000,-47.750000000000000,-20 a -50 m,Faixa
-47.5,0.75,0.750000000000000,-47.500000000000000,-20 a -50 m,Faixa
-47.25,0.75,0.750000000000000,-47.250000000000000,-20 a -50 m,Faixa
-47.0,0.75,0.750000000000000,-47.000000000000000,-20 a -50 m,Faixa
-46.25,0.75,0.750000000000000,-46.250000000000000,-20 a -50 m,Faixa
