lat,lon
-24.00000,-45.75000
-24.00000,-45.50000
-24.00000,-45.25000
-24.00000,-45.00000
-24.00000,-44.75000
-24.00000,-44.50000
-24.00000,-44.25000
-24.00000,-44.00000
-24.00000,-43.75000
-24.00000,-43.50000
-24.00000,-43.25000
-24.00000,-43.00000
-24.00000,-42.75000
-24.00000,-42.50000
-24.00000,-42.25000
-24.25000,-46.75000
-24.25000,-46.50000
-24.25000,-46.25000
-24.25000,-46.00000
-24.25000,-45.75000
-24.25000,-45.50000
-24.25000,-45.25000
-24.25000,-45.00000
-24.25000,-44.75000
-24.25000,-44.50000
-24.25000,-44.25000
-24.25000,-44.00000
-24.25000,-43.75000
-24.25000,-43.50000
-24.25000,-43.25000
-24.25000,-43.00000
-24.50000,-47.00000
-24.50000,-46.75000
-24.50000,-46.50000
-24.50000,-46.25000
-24.50000,-46.00000
-24.50000,-45.75000
-24.50000,-45.50000
-24.50000,-45.25000
-24.50000,-45.00000
-24.50000,-44.75000
-24.50000,-44.50000
-24.50000,-44.25000
-24.50000,-44.00000
-24.50000,-43.75000
-24.75000,-47.50000
-24.75000,-47.25000
-24.75000,-47.00000
-24.75000,-46.75000
-24.75000,-46.50000
-24.75000,-46.25000
-24.75000,-46.00000
-24.75000,-45.75000
-24.75000,-45.50000
-24.75000,-45.25000
-24.75000,-45.00000
-24.75000,-44.75000
-24.75000,-44.50000
-24.75000,-44.25000
-25.00000,-47.75000
-25.00000,-47.50000
-25.00000,-47.25000
-25.00000,-47.00000
-25.00000,-46.75000
-25.00000,-46.50000
-25.00000,-46.25000
-25.00000,-46.00000
-25.00000,-45.75000
-25.00000,-45.50000
-25.00000,-45.25000
-25.00000,-45.00000
-25.00000,-44.75000
-25.25000,-48.00000
-25.25000,-47.75000
-25.25000,-47.50000
-25.25000,-47.25000
-25.25000,-47.00000
-25.25000,-46.75000
-25.25000,-46.50000
-25.25000,-46.25000
-25.25000,-46.00000
-25.25000,-45.75000
-25.25000,-45.50000
-25.25000,-45.25000
-25.25000,-45.00000
-25.25000,-44.75000
-25.50000,-48.25000
-25.50000,-48.00000
-25.50000,-47.75000
-25.50000,-47.50000
-25.50000,-47.25000
-25.50000,-47.00000
-25.50000,-46.75000
-25.50000,-46.50000
-25.50000,-46.25000
-25.50000,-46.00000
-25.50000,-45.75000
-25.50000,-45.50000
-25.50000,-45.25000
-25.50000,-45.00000
-25.75000,-48.25000
-25.75000,-48.00000
-25.75000,-47.75000
-25.75000,-47.50000
-25.75000,-47.25000
-25.75000,-47.00000
-25.75000,-46.75000
-25.75000,-46.50000
-25.75000,-46.25000
-25.75000,-46.00000
-25.75000,-45.75000
-25.75000,-45.50000
-25.75000,-45.25000
-26.00000,-48.50000
-26.00000,-48.25000
-26.00000,-48.00000
-26.00000,-47.75000
-26.00000,-47.50000
-26.00000,-47.25000
-26.00000,-47.00000
-26.00000,-46.75000
-26.00000,-46.50000
-26.00000,-46.25000
-26.00000,-46.00000
-26.00000,-45.75000
-26.00000,-45.50000
-26.25000,-48.50000
-26.25000,-48.25000
-26.25000,-48.00000
-26.25000,-47.75000
-26.25000,-47.50000
-26.25000,-47.25000
-26.25000,-47.00000
-26.25000,-46.75000
-26.25000,-46.50000
-26.25000,-46.25000
-26.25000,-46.00000
-26.25000,-45.75000
-26.50000,-48.50000
-26.50000,-48.25000
-26.50000,-48.00000
-26.50000,-47.75000
-26.50000,-47.50000
-26.50000,-47.25000
-26.50000,-47.00000
-26.50000,-46.75000
-26.50000,-46.50000
-26.50000,-46.25000
-26.50000,-46.00000
-26.75000,-48.00000
-26.75000,-47.75000
-26.75000,-47.50000
-26.75000,-47.25000
-26.75000,-47.00000
-26.75000,-46.75000
-26.75000,-46.50000
-26.75000,-46.25000
-26.75000,-46.00000
-27.00000,-48.50000
-27.00000,-48.25000
-27.00000,-48.00000
-27.00000,-47.75000
-27.00000,-47.50000
-27.00000,-47.25000
-27.00000,-47.00000
-27.00000,-46.75000
-27.00000,-46.50000
-27.00000,-46.25000
-27.25000,-48.50000
-27.25000,-48.25000
-27.25000,-48.00000
-27.25000,-47.75000
-27.25000,-47.50000
-27.25000,-47.25000
-27.25000,-47.00000
-27.25000,-46.75000
-27.50000,-48.25000
-27.50000,-48.00000
-27.50000,-47.75000
-27.50000,-47.50000
-27.50000,-47.25000
-27.50000,-47.00000
-27.75000,-48.25000
-27.75000,-48.00000
-27.75000,-47.75000
-27.75000,-47.50000
-27.75000,-47.25000
-27.75000,-47.00000
-28.00000,-48.50000
-28.00000,-48.25000
-28.00000,-48.00000
-28.00000,-47.75000
-28.00000,-47.50000
-28.00000,-47.25000
-28.00000,-47.00000
-28.00000,-46.75000
-28.25000,-48.50000
-28.25000,-48.25000
-28.25000,-48.00000
-28.25000,-47.75000
-28.25000,-47.50000
-28.25000,-47.25000
-28.25000,-47.00000
-28.25000,-46.75000
-28.50000,-48.50000
-28.50000,-48.25000
-28.50000,-48.00000
-28.50000,-47.75000
-28.50000,-47.50000
-28.50000,-47.25000
-28.50000,-47.00000
-28.75000,-49.00000
-28.75000,-48.75000
-28.75000,-48.50000
-28.75000,-48.25000
-28.75000,-48.00000
-28.75000,-47.75000
-28.75000,-47.50000
-28.75000,-47.25000
-28.75000,-47.00000
-29.00000,-49.25000
-29.00000,-49.00000
-29.00000,-48.75000
-29.00000,-48.50000
-29.00000,-48.25000
-29.00000,-48.00000
-29.00000,-47.75000
-29.25000,-49.50000
-29.25000,-49.25000
-29.25000,-49.00000
-29.25000,-48.75000
-29.25000,-48.50000
-29.25000,-48.25000
-29.25000,-48.00000
-29.25000,-47.75000
-29.50000,-49.75000
-29.50000,-49.50000
-29.50000,-49.25000
-29.50000,-49.00000
-29.50000,-48.75000
-29.50000,-48.50000
-29.50000,-48.25000
-29.50000,-48.00000
-29.50000,-47.75000
-29.75000,-50.00000
-29.75000,-49.75000
-29.75000,-49.50000
-29.75000,-49.25000
-29.75000,-49.00000
-29.75000,-48.75000
-29.75000,-48.50000
-29.75000,-48.25000
-29.75000,-48.00000
-29.75000,-47.75000
-30.00000,-50.00000
-30.00000,-49.75000
-30.00000,-49.50000
-30.00000,-49.25000
-30.00000,-49.00000
-30.00000,-48.75000
-30.00000,-48.50000
-30.00000,-48.25000
-30.00000,-48.00000
-30.00000,-47.75000
-30.25000,-50.00000
-30.25000,-49.75000
-30.25000,-49.50000
-30.25000,-49.25000
-30.25000,-49.00000
-30.25000,-48.75000
-30.25000,-48.50000
-30.25000,-48.25000
-30.25000,-48.00000
-30.25000,-47.75000
-30.50000,-50.25000
-30.50000,-50.00000
-30.50000,-49.75000
-30.50000,-49.50000
-30.50000,-49.25000
-30.50000,-49.00000
-30.50000,-48.75000
-30.50000,-48.50000
-30.50000,-48.25000
-30.50000,-48.00000
-30.50000,-47.75000
-30.75000,-50.50000
-30.75000,-50.25000
-30.75000,-50.00000
-30.75000,-49.75000
-30.75000,-49.50000
-30.75000,-49.25000
-30.75000,-49.00000
-31.00000,-50.50000
-31.00000,-50.25000
-31.00000,-50.00000
-31.00000,-49.75000
-31.00000,-49.50000
-31.00000,-49.25000
-31.25000,-50.75000
-31.25000,-50.50000
-31.25000,-50.25000
-31.25000,-50.00000
-31.25000,-49.75000
-31.25000,-49.50000
-31.50000,-51.00000
-31.50000,-50.75000
-31.50000,-50.50000
-31.50000,-50.25000
-31.50000,-50.00000
-31.50000,-49.75000
-31.75000,-51.50000
-31.75000,-51.25000
-31.75000,-51.00000
-31.75000,-50.75000
-31.75000,-50.50000
-31.75000,-50.25000
-31.75000,-50.00000
-32.00000,-51.75000
-32.00000,-51.50000
-32.00000,-51.25000
-32.00000,-51.00000
-32.00000,-50.75000
-32.00000,-50.50000
-32.00000,-50.25000
-32.00000,-50.00000
-32.25000,-52.00000
-32.25000,-51.75000
-32.25000,-51.50000
-32.25000,-51.25000
-32.25000,-51.00000
-32.25000,-50.75000
-32.25000,-50.50000
-32.25000,-50.25000
-32.50000,-52.25000
-32.50000,-52.00000
-32.50000,-51.75000
-32.50000,-51.50000
-32.50000,-51.25000
-32.50000,-51.00000
-32.50000,-50.75000
-32.50000,-50.50000
-32.50000,-50.25000
-32.75000,-52.25000
-32.75000,-52.00000
-32.75000,-51.75000
-32.75000,-51.50000
-32.75000,-51.25000
-32.75000,-51.00000
-32.75000,-50.75000
-32.75000,-50.50000
-32.75000,-50.25000
-33.00000,-52.50000
-33.00000,-52.25000
-33.00000,-52.00000
-33.00000,-51.75000
-33.00000,-51.50000
-33.00000,-51.25000
-33.00000,-51.00000
-33.00000,-50.75000
-33.00000,-50.50000
-33.00000,-50.25000
-33.25000,-52.50000
-33.25000,-52.25000
-33.25000,-52.00000
-33.25000,-51.75000
-33.25000,-51.50000
-33.25000,-51.25000
-33.25000,-51.00000
-33.25000,-50.75000
-33.25000,-50.50000
-33.25000,-50.25000
-33.25000,-50.00000
-33.50000,-53.00000
-33.50000,-52.75000
-33.50000,-52.50000
-33.50000,-52.25000
-33.50000,-52.00000
-33.50000,-51.75000
-33.50000,-51.50000
-33.50000,-51.25000
-33.50000,-51.00000
-33.50000,-50.75000
-33.50000,-50.50000
-33.75000,-53.00000
-33.75000,-52.75000
-33.75000,-52.50000
-33.75000,-52.25000
-33.75000,-52.00000
-33.75000,-51.75000
-33.75000,-51.50000
-33.75000,-51.25000
-33.75000,-51.00000
-34.00000,-52.75000
-34.00000,-52.50000
-34.00000,-52.25000
-34.00000,-52.00000
-34.00000,-51.75000
-34.00000,-51.50000
-34.25000,-52.50000
-34.25000,-52.25000
-34.25000,-52.00000
-34.25000,-51.75000
-34.25000,-51.50000
-34.50000,-52.00000
-34.50000,-51.75000
