,lon,lat
306,-39.75,-21.0
307,-39.75,-20.75
308,-39.75,-20.5
309,-39.75,-20.25
310,-39.75,-20.0
311,-39.5,-21.0
312,-39.5,-20.75
313,-39.5,-20.5
314,-39.5,-20.25
315,-39.25,-20.75
316,-39.25,-20.5
317,-39.25,-20.25
318,-39.25,-20.0
319,-39.25,-2.5
320,-39.0,-20.5
321,-39.0,-20.25
322,-39.0,-20.0
323,-39.0,-2.75
324,-38.75,-20.25
325,-38.75,-20.0
326,-38.75,-19.75
327,-38.75,-13.75
328,-38.75,-13.25
329,-38.75,-3.0
330,-38.5,-20.0
331,-38.5,-19.75
332,-38.5,-16.5
333,-38.5,-15.75
334,-38.5,-15.5
335,-38.5,-15.25
336,-38.5,-15.0
337,-38.5,-14.75
338,-38.5,-14.5
339,-38.5,-14.25
340,-38.5,-14.0
341,-38.5,-13.75
342,-38.5,-13.5
343,-38.5,-13.25
344,-38.5,-13.0
345,-38.5,-3.0
346,-38.25,-19.75
347,-38.25,-17.25
348,-38.25,-17.0
349,-38.25,-16.75
350,-38.25,-16.5
351,-38.25,-16.25
352,-38.25,-15.75
353,-38.25,-15.5
354,-38.25,-15.25
355,-38.25,-15.0
356,-38.25,-14.75
357,-38.25,-14.5
358,-38.25,-14.25
359,-38.25,-14.0
360,-38.25,-13.75
361,-38.25,-13.5
362,-38.25,-13.25
363,-38.25,-12.75
364,-38.0,-19.5
365,-38.0,-18.5
366,-38.0,-18.25
367,-38.0,-16.75
368,-38.0,-16.5
369,-38.0,-16.25
370,-38.0,-14.75
371,-38.0,-14.5
372,-38.0,-14.25
373,-38.0,-14.0
374,-38.0,-13.75
375,-38.0,-13.5
376,-38.0,-13.25
377,-38.0,-13.0
378,-38.0,-12.75
379,-38.0,-12.5
380,-38.0,-3.25
381,-37.75,-14.0
382,-37.75,-13.75
383,-37.75,-13.5
384,-37.75,-13.25
385,-37.75,-13.0
386,-37.75,-12.75
387,-37.75,-12.25
388,-37.75,-3.5
389,-37.5,-13.0
390,-37.5,-12.75
391,-37.5,-12.5
392,-37.5,-12.25
393,-37.5,-12.0
394,-37.5,-3.75
395,-37.5,-3.5
396,-37.25,-18.0
397,-37.25,-12.0
398,-37.25,-3.75
399,-37.0,-4.0
400,-37.0,-3.75
401,-36.75,-10.75
402,-36.75,-10.5
403,-36.75,-4.0
404,-36.5,-10.75
405,-36.5,-10.5
406,-36.5,-10.25
407,-36.5,-10.0
408,-36.5,-9.75
409,-36.5,-4.0
410,-36.25,-10.5
411,-36.25,-10.25
412,-36.25,-10.0
413,-36.25,-9.75
414,-36.25,-9.5
415,-36.25,-9.25
416,-36.25,-9.0
417,-36.25,-8.75
418,-36.25,-4.75
419,-36.25,-4.25
420,-36.0,-10.5
421,-36.0,-10.0
422,-36.0,-9.75
423,-36.0,-9.5
424,-36.0,-9.25
425,-36.0,-9.0
426,-36.0,-8.75
427,-36.0,-8.5
428,-36.0,-8.25
429,-36.0,-8.0
430,-36.0,-7.75
431,-36.0,-4.25
432,-35.75,-9.75
433,-35.75,-9.5
434,-35.75,-9.25
435,-35.75,-9.0
436,-35.75,-8.75
437,-35.75,-8.5
438,-35.75,-8.25
439,-35.75,-8.0
440,-35.75,-7.75
441,-35.75,-7.5
442,-35.75,-7.25
443,-35.75,-7.0
444,-35.75,-4.75
445,-35.75,-4.5
446,-35.5,-9.5
447,-35.5,-9.25
448,-35.5,-9.0
449,-35.5,-8.75
450,-35.5,-8.5
451,-35.5,-8.25
452,-35.5,-8.0
453,-35.5,-7.75
454,-35.5,-7.5
455,-35.5,-7.25
456,-35.5,-7.0
457,-35.5,-6.75
458,-35.5,-6.5
459,-35.5,-6.25
460,-35.5,-6.0
461,-35.5,-4.5
462,-35.25,-9.0
463,-35.25,-8.75
464,-35.25,-8.5
465,-35.25,-8.25
466,-35.25,-8.0
467,-35.25,-7.75
468,-35.25,-7.5
469,-35.25,-7.25
470,-35.25,-7.0
471,-35.25,-6.75
472,-35.25,-6.5
473,-35.25,-6.25
474,-35.25,-6.0
475,-35.25,-5.75
476,-35.25,-5.5
477,-35.25,-5.25
478,-35.25,-4.75
479,-35.0,-8.75
480,-35.0,-8.5
481,-35.0,-8.25
482,-35.0,-8.0
483,-35.0,-7.75
484,-35.0,-7.5
485,-35.0,-7.25
486,-35.0,-7.0
487,-35.0,-6.75
488,-35.0,-6.5
489,-35.0,-6.25
490,-35.0,-6.0
491,-35.0,-5.5
492,-35.0,-5.25
493,-34.75,-8.75
494,-34.75,-8.5
495,-34.75,-8.25
496,-34.75,-8.0
497,-34.75,-7.75
498,-34.75,-7.5
499,-34.75,-7.25
500,-34.75,-7.0
501,-34.75,-6.75
502,-34.75,-6.5
503,-34.5,-8.25
504,-34.5,-7.75
505,-34.5,-7.5
506,-34.5,-7.25
507,-34.5,-7.0
